WALKING WALKING_UPSTAIRS WALKING_DOWNSTAIRS SITTING STANDING LAYING variable
-0.360299 -0.02812024 -0.1124971 0.2406405 -0.06725838 -0.395415 23
0.01648863 -0.2690107 0.108781 -0.03342262 -0.1514092 0.2392871 23
0.1344694 -0.3504127 -0.124651 0.1819551 0.3442751 0.1735057 23
0.0001933808 -0.2453837 -0.1330815 -0.009279707 0.04865381 0.1005302 23
-0.006261693 0.1386287 -0.101026 -0.08329785 -0.2776425 -0.2238248 23
-0.1253078 -0.6342429 0.08156904 0.2607956 0.1650244 0.3412274 23
-0.2672605 -0.1327435 -0.04169813 -0.1489218 -0.3870988 0.2244868 23
-0.08512441 0.07842411 -0.005617178 0.1057378 0.06509932 0.05594108 23
0.07878226 -0.4295539 0.2395463 0.06922308 0.03716904 0.5552093 23
-0.1242857 -0.1116714 0.1505715 0.2610416 -0.08567581 0.05624648 23
-0.2033118 -0.196203 0.0921416 0.400312 0.1461179 0.2486709 23
-0.1675282 0.3900374 0.1019528 0.07611905 0.004272289 0.2936385 23
-0.09640955 -0.2150264 0.05599443 0.4970689 0.1802627 -0.01230618 23
0.07266825 -0.4962398 0.01494134 -0.193412 -0.0231278 0.2053721 23
0.1077024 0.00374637 -0.2800423 -0.2333704 -0.4598972 0.04403706 24
-0.08012539 0.440031 -0.1071813 -0.5059543 -0.503353 -0.2496792 24
-0.1730566 0.0206112 -0.1532154 -0.3456415 -0.1603275 -0.004178948 24
0.1494035 0.1912422 -0.1949502 -0.1518091 -0.0619872 -0.321138 24
-0.1013119 -0.04931706 -0.2967999 -0.007454851 -0.07634115 -0.1252261 24
-0.04317882 0.02621013 -0.147515 -0.1548777 -0.3440142 -0.3939637 24
0.04063279 0.1230718 -0.1640281 -0.4319503 -0.4496951 -0.4605533 24
0.2586896 0.3372225 -0.1099457 -0.3322017 -0.4448895 -0.01037562 24
0.1025517 -0.007640584 0.1118164 0.03892704 0.08613182 -0.01936861 24
-0.1278452 -0.2045294 -0.02007154 0.03717993 0.03637401 0.3496846 24
-0.1353135 -0.1065563 -0.04355184 0.17461 -0.1050269 0.2687921 24
0.216801 0.1475945 -0.05239867 -0.2981288 -0.07080759 -0.2753674 24
0.00818964 -0.1908236 -0.1252429 -0.4427298 -0.4394469 0.302473 24
0.4364405 0.712673 -0.2730477 -0.3359707 -0.5347045 -0.4092436 24
0.1517536 0.13685 -0.05563896 -0.2012929 -0.08433865 -0.02035808 24
-0.05102576 -0.002473818 -0.01373671 -0.1231458 0.1655787 0.1500563 24
0.1145913 0.04166246 -0.1466254 -0.3815938 -0.3427721 0.2020771 24
0.1672941 0.2050716 -0.007148646 -0.1653258 -0.510411 -0.2519271 24
0.07229944 0.3908721 -0.07804475 -0.4854803 -0.3870294 -0.3463655 24
0.2177873 0.003533766 -0.0894676 -0.2684135 -0.3301405 -0.2296412 24
0.5578357 0.4505059 -0.1200347 -0.2602481 -0.4703172 0.2007918 24
0.4611697 0.6159498 -0.0792004 -0.5222006 -0.5258017 -0.3471917 24
0.08520092 0.01086048 0.02417108 -0.5279357 -0.6011148 -0.2243609 24
0.04705888 0.1708815 0.2061926 -0.3460816 -0.3935785 0.08967229 24
-0.01452328 0.5201389 -0.1090992 -0.4457399 -0.5413403 -0.2511339 24
0.1559351 0.231526 -0.3422389 -0.6163921 -0.4665421 -0.2916203 24
0.5383258 0.2679887 -0.2935618 -0.5063379 -0.5211208 -0.4662676 24
0.2425275 0.5597806 -0.03016847 -0.077037 -0.2815339 -0.3951956 24
0.4575056 0.3298025 -0.1456437 -0.5835884 -0.4013698 -0.2512194 24
0.0239632 0.4295308 -0.09472633 -0.4671707 -0.4226173 -0.2477427 24
-0.08999754 -0.1222328 -0.0739592 -0.09367938 -0.09960921 -0.1072709 25
-0.08188334 -0.0828858 -0.05810385 -0.09363284 -0.1055622 -0.1019741 25
-0.09523982 -0.1155106 -0.07787017 -0.1036059 -0.09946026 -0.1000445 25
-0.1153216 -0.1314721 -0.09212827 -0.09694948 -0.1030579 -0.1050199 25
-0.08884084 -0.1430297 -0.110149 -0.08897477 -0.09222499 -0.1021141 25
-0.08788911 -0.06520245 -0.02564522 -0.09366935 -0.1032925 -0.1112673 25
-0.1236542 -0.08566409 -0.05972735 -0.09381556 -0.09015397 -0.1059442 25
-0.1358864 -0.1554457 -0.03492835 -0.09231503 -0.09775758 -0.106445 25
-0.08092041 -0.06846896 -0.0945912 -0.09307081 -0.0958977 -0.1038467 25
-0.1227096 -0.1572125 -0.0643764 -0.0931555 -0.1047538 -0.1003083 25
-0.09182042 -0.06452454 -0.02209163 -0.09484235 -0.09951936 -0.1022975 25
-0.06223893 -0.04556389 -0.0264669 -0.09410235 -0.09763804 -0.09904023 25
-0.09665986 -0.06648172 -0.06471998 -0.09591985 -0.09812 -0.1018356 25
-0.1106561 -0.1282667 -0.1086204 -0.09216146 -0.1007185 -0.1054466 25
-0.07766928 -0.144486 -0.04825321 -0.09536491 -0.1013588 -0.1022667 25
-0.1109173 -0.1409083 -0.103904 -0.09572045 -0.1001073 -0.1022096 25
-0.1099592 -0.1426554 -0.10777 -0.0942477 -0.1012892 -0.1020498 25
-0.09664353 -0.0899953 -0.08365666 -0.09547232 -0.0987174 -0.09971542 25
-0.08323533 -0.1018063 -0.03374296 -0.1009861 -0.09904679 -0.09560183 25
-0.06799924 -0.1483892 -0.04525031 -0.09599708 -0.1020491 -0.09950331 25
-0.08687677 -0.1443515 -0.07264618 -0.1011148 -0.1031998 -0.09641184 25
-0.1329776 -0.1484501 -0.09017445 -0.09864932 -0.09750135 -0.1002039 25
-0.05781282 -0.1099131 -0.1177258 -0.09674222 -0.09814811 -0.1020249 25
-0.06253117 -0.1468008 -0.0914145 -0.09517827 -0.09919477 -0.1028138 25
-0.1023773 -0.1264812 -0.1279524 -0.09548014 -0.1004737 -0.101647 25
-0.09941146 -0.09755902 -0.09924653 -0.09598482 -0.100356 -0.1003686 25
-0.07861635 -0.09375187 -0.05158148 -0.09516358 -0.09876051 -0.1011477 25
-0.09297467 -0.08056806 -0.0266493 -0.09539351 -0.1022484 -0.1045116 25
-0.1068883 -0.1304291 -0.07439865 -0.0953637 -0.09887015 -0.09953399 25
-0.08738399 -0.1084143 -0.06159546 -0.09527077 -0.09971602 -0.1022774 25
-0.03984287 -0.04214859 -0.04399028 -0.04021181 -0.04406279 -0.04151729 26
-0.05382994 -0.04240537 -0.04214703 -0.0415602 -0.04224195 -0.03585902 26
-0.03878747 -0.04003725 -0.03915679 -0.03609099 -0.04724158 -0.03897718 26
-0.03934745 -0.03905088 -0.03484349 -0.04184839 -0.04612572 -0.03812304 26
-0.04495595 -0.05598958 -0.07082966 -0.0454703 -0.03991082 -0.04044469 26
-0.0362309 -0.04577054 -0.07680899 -0.03339867 -0.04288283 -0.04241043 26
-0.0447766 -0.04822191 -0.03819043 -0.03964449 -0.04127976 -0.03588974 26
-0.03148809 -0.02791958 -0.05349697 -0.04026738 -0.04851907 -0.03897352 26
-0.03562834 -0.03027975 -0.05976083 -0.04666344 -0.04191996 -0.02755226 26
-0.0519205 -0.03723485 -0.04893781 -0.04112165 -0.0371593 -0.03887979 26
-0.05141725 -0.07198347 -0.0520273 -0.0392813 -0.03959921 -0.04123914 26
-0.0498526 -0.03354066 -0.06091772 -0.03874775 -0.04095208 -0.04106753 26
-0.03198493 -0.0453052 -0.06694141 -0.04103669 -0.04128726 -0.0417744 26
-0.04389695 -0.02077497 -0.07405898 -0.04345773 -0.04500968 -0.03726774 26
-0.05525366 -0.03654192 -0.04954155 -0.03960688 -0.04385075 -0.0415879 26
-0.04338768 -0.02962113 -0.05676866 -0.04503693 -0.04249822 -0.03477353 26
-0.03792513 -0.04144963 -0.03817024 -0.04111342 -0.04045188 -0.03619611 26
-0.04337711 -0.05274726 -0.05091203 -0.03971256 -0.04065734 -0.03934402 26
-0.03071284 -0.03462885 -0.03946126 -0.04251702 -0.04229185 -0.03714766 26
-0.05141758 -0.01898163 -0.05773715 -0.04072992 -0.04321524 -0.0387763 26
-0.05156503 -0.01320228 -0.07359522 -0.03914834 -0.04043008 -0.03462751 26
-0.03219107 -0.03813126 -0.03551714 -0.04234098 -0.04209987 -0.03760873 26
-0.05167048 -0.05239438 -0.03528916 -0.04346026 -0.04167742 -0.03724498 26
-0.0502895 -0.03173506 -0.02917663 -0.04061694 -0.04317386 -0.03823237 26
-0.03989865 -0.0281453 -0.04152033 -0.03916514 -0.04182946 -0.04267189 26
-0.04565383 -0.03862441 -0.03726811 -0.04030702 -0.0409012 -0.03966827 26
-0.04769744 -0.05092352 -0.06420236 -0.03964108 -0.04174718 -0.03621862 26
-0.05153944 -0.04925521 -0.05704109 -0.04080078 -0.04313647 -0.035601 26
-0.04798981 -0.05110351 -0.06714823 -0.04000184 -0.04051106 -0.03867683 26
-0.06170289 -0.01411134 -0.04968076 -0.04079306 -0.04377597 -0.03848759 26
-0.04613093 -0.04071255 -0.02704611 -0.04670263 -0.04895055 -0.07405012 27
-0.05149392 -0.04451575 -0.07102298 -0.0435851 -0.05465395 -0.0701783 27
-0.05036161 -0.04981809 -0.04161931 -0.059008 -0.04168322 -0.06873387 27
-0.05511669 -0.07224963 -0.04928364 -0.04899644 -0.04907535 -0.07121563 27
-0.04826796 -0.05348954 -0.03996569 -0.04877147 -0.04222213 -0.07083097 27
-0.05395973 -0.05768 -0.03722287 -0.04655043 -0.05064322 -0.07177747 27
-0.04957131 -0.07245175 -0.07894693 -0.04545663 -0.054539 -0.06719018 27
-0.0522684 -0.05340904 -0.08679033 -0.04457322 -0.04784832 -0.06941232 27
-0.06334066 -0.02363279 -0.06780806 -0.05284149 -0.05757431 -0.05694905 27
-0.06112629 -0.03650217 -0.07204131 -0.04894119 -0.05841625 -0.05907449 27
-0.03426775 -0.04607615 -0.03730484 -0.05053955 -0.05247328 -0.06669575 27
-0.04673382 -0.06531673 -0.065324 -0.05156341 -0.04828637 -0.0678909 27
-0.06366932 -0.06616539 -0.05120205 -0.04661216 -0.05392608 -0.06487704 27
-0.03888259 -0.01372376 -0.06159788 -0.05201216 -0.05090362 -0.05661719 27
-0.05109765 -0.07672425 -0.03392131 -0.05241483 -0.0522784 -0.06243346 27
-0.05329867 -0.0354163 -0.06121369 -0.05883713 -0.05443353 -0.05767904 27
-0.05138072 -0.02234821 -0.05825188 -0.05109032 -0.05463313 -0.0604927 27
-0.05026316 -0.06925362 -0.05705918 -0.05230304 -0.05323845 -0.0593136 27
-0.0603092 -0.05335459 -0.05455656 -0.05908017 -0.05237699 -0.05991615 27
-0.05492737 -0.05189855 -0.06153128 -0.04658351 -0.05181522 -0.06100283 27
-0.06211921 -0.006940664 -0.07884365 -0.05264099 -0.05382117 -0.06013987 27
-0.05698125 -0.06745705 -0.04814602 -0.0517194 -0.05131792 -0.07027236 27
-0.09030025 -0.09249985 -0.0293255 -0.04855611 -0.05482263 -0.06219916 27
-0.07398355 -0.04984272 -0.04120554 -0.05159666 -0.05171804 -0.0624117 27
-0.05126962 -0.05404522 -0.06420781 -0.04955956 -0.05569791 -0.05969221 27
-0.04922405 -0.05955584 -0.05105874 -0.04876272 -0.05325419 -0.07115334 27
-0.06502476 -0.06290137 -0.06210437 -0.05038836 -0.05140392 -0.06427978 27
-0.05935525 -0.07526104 -0.07761739 -0.05790154 -0.05258963 -0.05345019 27
-0.0392369 -0.06809388 -0.03596484 -0.0470009 -0.05449263 -0.06744697 27
-0.04460072 -0.03641578 -0.05435952 -0.04882046 -0.05203072 -0.05957368 27
-0.2074219 -0.6147865 -0.4870273 -0.9917316 -0.9929451 -0.9186085 28
-0.3895498 -0.4648544 -0.2439406 -0.989709 -0.979324 -0.9932358 28
-0.385923 -0.5072708 -0.2856832 -0.9725469 -0.9409376 -0.9803286 28
-0.4923411 -0.5336668 -0.3959955 -0.9698997 -0.9496339 -0.9751032 28
-0.3576814 -0.3052452 -0.4113022 -0.966037 -0.94193 -0.9834223 28
-0.1826009 -0.1867633 0.0393388 -0.9437148 -0.9464236 -0.9396116 28
-0.2116673 -0.6168127 -0.510731 -0.974369 -0.9659834 -0.9738372 28
-0.2460828 -0.4050707 -0.2678879 -0.9932646 -0.9815731 -0.9699241 28
-0.5269853 -0.6604195 -0.5096693 -0.9645323 -0.9491057 -0.945329 28
-0.3660637 -0.4272913 -0.4169861 -0.9923267 -0.9503675 -0.9659006 28
-0.5416164 -0.6604313 -0.5343749 -0.9905015 -0.9866904 -0.9817248 28
-0.3908072 -0.5499992 -0.2786082 -0.9773299 -0.9554156 -0.9671982 28
-0.2168121 -0.6310376 -0.4637367 -0.991371 -0.9784651 -0.9814047 28
-0.5717599 -0.646611 -0.5370021 -0.9902842 -0.9699489 -0.970275 28
-0.283768 -0.5255339 -0.4559808 -0.992889 -0.9715143 -0.973924 28
-0.6758897 -0.7072642 -0.623676 -0.9895833 -0.9871023 -0.9858355 28
-0.4312961 -0.6060443 -0.5268018 -0.9952559 -0.9892572 -0.9807924 28
-0.578134 -0.760689 -0.6767162 -0.9941702 -0.981971 -0.9961044 28
0.08011865 -0.2393764 0.1791486 -0.9884648 -0.9751267 -0.9761057 28
-0.2532274 -0.4711077 -0.2492351 -0.9774149 -0.9216442 -0.9892836 28
-0.2389083 -0.5735418 -0.5496483 -0.989473 -0.9718665 -0.9846437 28
-0.2266564 -0.3966992 -0.264848 -0.9856713 -0.949716 -0.9720926 28
-0.3639694 -0.5483189 -0.3230157 -0.9870846 -0.9727707 -0.9850279 28
-0.4907735 -0.6404895 -0.3584446 -0.991442 -0.9758568 -0.9798657 28
-0.5079571 -0.6938549 -0.4301344 -0.9923047 -0.9779097 -0.9573811 28
-0.4174386 -0.5158294 -0.1708427 -0.9958825 -0.9784724 -0.9926652 28
-0.5232569 -0.6957749 -0.4938376 -0.9936403 -0.9826424 -0.9935037 28
-0.3994171 -0.4942829 -0.1639449 -0.9821557 -0.9283434 -0.9608029 28
-0.3959096 -0.4749326 -0.3478076 -0.993322 -0.9832931 -0.9965425 28
-0.4603454 -0.7427495 -0.5427645 -0.9938685 -0.9601191 -0.9837758 28
-0.3345939 -0.3019086 -0.241533 0.1177085 -0.0374821 -0.03878093 29
0.06489918 0.1574097 0.2121354 0.1926362 0.02780481 0.04149788 29
0.006890102 -0.1159034 -0.01306712 0.129855 0.04684511 0.1013207 29
0.4561368 0.3042266 0.5215942 0.2606865 0.2523093 0.232272 29
0.183207 -0.07582362 -0.08927287 0.4122352 -0.02598852 0.08329325 29
-0.06039342 -0.3211498 -0.05703468 0.04797026 -0.03226283 0.1205384 29
0.4538935 0.1427725 0.2447513 0.1092419 -0.07096149 0.1664042 29
-0.04119242 -0.07291751 -0.1038632 0.01653064 -0.09113401 0.04118906 29
0.05297654 0.06737775 0.1533056 0.165924 0.3096957 0.2676264 29
-0.2157062 -0.2134066 -0.2154948 -0.07611499 -0.2522278 -0.003118878 29
-0.02897195 -0.1582682 -0.3103267 0.1439113 -0.1045742 0.06416675 29
-0.283279 -0.1947904 0.01570885 0.06430446 -0.08834991 0.1663393 29
0.03696338 -0.002355015 0.09665472 0.1958901 0.03756701 0.0384601 29
0.3358222 0.3899841 0.02848938 0.01664456 -0.1187442 0.3042791 29
-0.04932797 -0.1880926 -0.2675615 -0.02192317 0.03542788 0.05148541 29
0.5088266 0.002030717 0.2476554 -0.1803628 -0.08473588 0.05873311 29
-0.03025772 0.03627783 0.03010626 -0.02878806 -0.03177124 0.01860791 29
0.01394517 -0.1024044 0.1168218 -0.05271645 -0.172634 0.01289091 29
0.5142418 0.0584695 0.0493781 0.2602367 0.2794091 0.03910592 29
-0.09786691 -0.08193994 -0.3455145 -0.008776074 0.03264919 -0.07313471 29
0.3364275 0.1062537 0.08765863 0.008678323 -0.1364292 0.1281611 29
0.1688757 0.1117961 0.1433244 0.1023035 0.2953687 0.2491718 29
0.136294 0.07132077 0.3360854 -0.1171468 -0.1900336 0.1430888 29
0.3383181 0.0660701 0.06348948 0.09167481 -0.009582035 0.1001149 29
-0.03319839 -0.006297784 0.1324583 0.1121573 -0.03337885 0.2912469 29
-0.1271714 0.2735332 0.2101331 0.1286163 -0.07568565 0.008288133 29
0.1648158 0.05365395 0.3073349 0.1814473 0.06829336 0.1149502 29
0.04681094 -0.07198132 -0.01515289 0.1607422 -0.07096699 0.3161712 29
0.0544651 -0.07728708 -0.3086086 0.2167998 0.08016672 -0.02116954 29
-0.0009161465 -0.1429352 0.09591951 -0.06779447 0.01498685 0.1697375 29
-0.07155136 -0.2407626 -0.2514211 0.002847985 -0.2281655 -0.0949743 30
-0.2334327 -0.2886359 -0.1885759 -0.2531338 -0.3609098 -0.09667648 30
-0.2183606 -0.1280139 -0.1516058 0.01705253 -0.07137064 -0.08681434 30
0.01464979 -0.05664913 -0.09665676 0.04822027 -0.1260858 -0.1671997 30
-0.1122173 -0.005219668 -0.3323775 0.2391883 -0.0357212 0.06449175 30
-0.242126 -0.0811692 -0.3367789 -0.09718721 -0.2847382 -0.1862315 30
-0.3844587 -0.2417125 -0.4994207 -0.2042795 -0.3709603 -0.1304872 30
0.07481004 -0.1684016 -0.2624988 -0.101629 -0.1937536 -0.1358003 30
0.1566731 0.2339748 0.1779676 0.01881842 0.07904814 0.05233717 30
-0.1391831 0.05319801 0.06309222 -0.0002115488 0.08775877 0.2299101 30
-0.03779759 -0.006816024 0.08418905 0.2163866 0.00709114 -0.07742027 30
0.07802039 0.09852318 -0.1433079 -0.08547986 -0.01823777 -0.1447401 30
-0.3092115 -0.2822734 -0.289279 -0.147974 -0.3452809 -0.05706625 30
0.1876903 0.2873513 -0.4905795 -0.04524287 -0.3531971 -0.2777548 30
-0.002204933 0.02595855 0.04303859 -0.1001674 -0.04777106 -0.08705143 30
0.04655387 0.08834226 0.04406389 -0.13289 0.1320147 0.07816889 30
-0.1586717 -0.3856375 -0.3603079 0.008914009 -0.1540237 -0.01972038 30
0.1652496 -0.08194883 0.02576523 0.05895115 -0.2261545 -0.2052906 30
-0.193394 -0.1811226 -0.1538639 -0.08608127 -0.2449994 -0.1646566 30
-0.0373081 0.04057643 -0.1067143 -0.148652 -0.1906164 -0.00657015 30
0.1747568 0.06760166 -0.2886407 -0.1781618 -0.3102584 -0.1837173 30
-0.01117363 -0.1027747 -0.01570552 -0.2488376 -0.3304852 -0.1858575 30
-0.3320048 -0.3975872 -0.3753743 -0.371119 -0.3954522 0.00511589 30
-0.2434197 -0.1127539 0.1249069 -0.1332011 -0.1921623 -0.09472796 30
-0.02187203 -0.0959674 -0.07836268 -0.1296695 -0.3137785 -0.04931956 30
0.0236828 -0.2415439 -0.4435721 -0.1231454 -0.2088738 -0.160063 30
0.2843152 -0.2669017 -0.2608094 -0.0523732 -0.2685376 -0.2374529 30
-0.1526624 -0.1463535 -0.2881395 -0.09783711 -0.3645353 -0.3170212 30
0.2894017 -0.102709 0.01102452 -0.2060931 -0.3135864 -0.0940687 30
0.2052585 0.1756332 0.003832171 -0.148368 -0.1790257 -0.05181612 30
0.08856821 -0.1373597 0.1390745 0.153241 0.2403495 0.03519635 31
-0.112275 0.07513692 0.07904108 0.1651774 0.1844504 0.188904 31
0.04300597 -0.07431721 -0.1501395 0.09042998 0.1684555 0.2189974 31
-0.0935923 -0.1257999 -0.1374715 0.06298191 -0.01823953 0.2251226 31
-0.007742064 -0.006517854 -0.05756679 0.1069827 0.0688582 0.2101112 31
-0.05156539 -0.1588517 -0.05633398 0.09214117 0.08313442 0.120997 31
0.02438996 -0.0636662 -0.1195125 0.07134439 0.1328906 0.03479339 31
-0.01675951 0.02212004 0.04091438 0.1527817 0.2348712 0.110511 31
-0.02437877 -0.006876017 0.1675458 0.007712723 0.1342564 0.05391232 31
0.1613476 -0.01821105 0.02354381 0.2295284 0.2284963 0.2207256 31
-0.1155227 0.003328797 -0.1843425 0.1431138 0.237971 0.248159 31
-0.04068037 -0.09981216 -0.0379522 0.08089733 0.185447 0.08258326 31
0.12166 -0.07321514 -0.04345529 0.1903948 0.06865218 0.09923173 31
0.1247348 -0.1054753 0.1293068 0.07726261 0.1174961 0.08761216 31
-0.001383097 -0.03704647 0.1496921 0.175 0.1552526 0.1158463 31
-0.03697636 -0.1028166 -0.1983616 0.1587034 0.1472892 0.08637631 31
-0.01986418 -0.2034276 0.008298487 0.09998 0.1893065 0.1260133 31
-0.03579503 -0.03119048 -0.06284844 0.2043823 0.1391843 0.2817918 31
0.005886706 0.02134545 0.08637386 0.1009483 0.09749724 0.1356391 31
-0.08105449 -0.1103895 -0.1306973 0.1624641 0.1532549 0.1536249 31
-0.1908146 -0.15886 -0.0508128 0.2415014 0.1747009 0.1032959 31
0.2270904 0.05728936 -0.06669635 0.1074413 0.1482788 0.1283535 31
-0.08144611 -0.1333612 -0.01895845 0.1790418 0.1233667 0.1691992 31
-0.177103 -0.2031195 -0.179363 0.1260535 0.09086531 0.1598103 31
0.08314529 -0.2399616 -0.1993472 0.1961765 0.1843855 -0.09408187 31
0.09109931 -0.230708 0.0747527 0.07806774 0.1821348 0.226552 31
0.006021805 -0.1041956 -0.1173439 0.1855397 0.2298292 0.1851368 31
-0.05343254 -0.0757785 0.0003566351 0.108291 0.1257487 0.1383901 31
0.03564798 -0.1385803 -0.2156215 0.214439 0.2801818 0.2389202 31
0.1150721 -0.2404559 -0.1964418 0.1538987 0.1455827 0.166004 31
0.0817513 0.0963139 -0.1533004 -0.1715943 -0.248142 -0.02424775 32
0.1763965 -0.05065867 0.054321 -0.1117613 -0.2014341 -0.2448199 32
0.03348052 -0.04633475 0.1443067 -0.09421584 -0.139348 -0.2316288 32
-0.06788939 0.1638439 0.08855021 -0.1448444 -0.006351256 -0.2848212 32
-0.1050798 0.05996599 0.117369 -0.1011273 -0.0999979 -0.22129 32
0.04308215 0.1524285 0.1326981 -0.1178107 -0.1334002 -0.2207147 32
-0.09230809 0.1751346 0.08113833 -0.0881431 -0.1316688 0.01027622 32
-0.122897 -0.03552589 -0.07440661 -0.1549474 -0.1993544 -0.08719925 32
0.0008119846 -0.05749801 -0.1634499 0.0562232 -0.1758887 -0.03475627 32
-0.1115626 0.1385164 0.01294452 -0.2261935 -0.2473572 -0.2347377 32
0.2267677 0.03837907 0.1478576 -0.1805516 -0.2189786 -0.3027759 32
0.1271705 0.1636921 0.1164529 -0.07902005 -0.13284 -0.1552958 32
-0.2096243 0.1130825 0.01109641 -0.1457305 -0.0978852 -0.1391128 32
-0.09347988 0.1039832 -0.1407913 -0.02243931 -0.09816616 -0.05318576 32
-0.009048112 0.08016867 -0.08253822 -0.1531825 -0.1403892 -0.1153106 32
-0.1227441 0.1084189 0.1539326 -0.1975436 -0.1672276 -0.01802155 32
-0.0368324 0.1634881 -0.04740945 -0.117639 -0.1887866 -0.2128879 32
0.04343635 0.06880476 0.03868876 -0.2221834 -0.1345851 -0.3647226 32
-0.07188913 -0.05149317 -0.1081401 -0.07917557 -0.08182659 -0.1472587 32
-0.04370326 0.0132267 0.1127349 -0.1388143 -0.03277374 -0.1434609 32
0.3027028 0.1348237 0.1500726 -0.2437662 -0.1761467 -0.09095217 32
-0.3193871 -0.1190147 0.127348 -0.1011116 -0.068667 -0.1161842 32
-0.2089391 0.0968229 -0.02263492 -0.174232 -0.1472206 -0.1957853 32
0.1357437 0.1803541 0.2840167 -0.1175397 -0.1329677 -0.2040889 32
0.0456619 0.2077801 0.1331665 -0.1894719 -0.2086989 0.1740958 32
-0.00335783 0.1141193 -0.008498917 -0.04632344 -0.1665676 -0.2283356 32
-0.09821545 0.08643406 0.1660667 -0.2081571 -0.2012259 -0.1955862 32
-0.0393153 0.1151065 0.02115083 -0.0898221 -0.08268565 -0.1497664 32
0.2216489 0.1392272 0.2350674 -0.225128 -0.2490662 -0.2448585 32
0.03809012 0.1785101 0.1677036 -0.07766568 -0.02861093 -0.1712123 32
0.08856821 -0.1373597 0.1390745 0.153241 0.2403495 0.03519635 33
-0.112275 0.07513692 0.07904108 0.1651774 0.1844504 0.188904 33
0.04300597 -0.07431721 -0.1501395 0.09042998 0.1684555 0.2189974 33
-0.0935923 -0.1257999 -0.1374715 0.06298191 -0.01823953 0.2251226 33
-0.007742064 -0.006517854 -0.05756679 0.1069827 0.0688582 0.2101112 33
-0.05156539 -0.1588517 -0.05633398 0.09214117 0.08313442 0.120997 33
0.02438996 -0.0636662 -0.1195125 0.07134439 0.1328906 0.03479339 33
-0.01675951 0.02212004 0.04091438 0.1527817 0.2348712 0.110511 33
-0.02437877 -0.006876017 0.1675458 0.007712723 0.1342564 0.05391232 33
0.1613476 -0.01821105 0.02354381 0.2295284 0.2284963 0.2207256 33
-0.1155227 0.003328797 -0.1843425 0.1431138 0.237971 0.248159 33
-0.04068037 -0.09981216 -0.0379522 0.08089733 0.185447 0.08258326 33
0.12166 -0.07321514 -0.04345529 0.1903948 0.06865218 0.09923173 33
0.1247348 -0.1054753 0.1293068 0.07726261 0.1174961 0.08761216 33
-0.001383097 -0.03704647 0.1496921 0.175 0.1552526 0.1158463 33
-0.03697636 -0.1028166 -0.1983616 0.1587034 0.1472892 0.08637631 33
-0.01986418 -0.2034276 0.008298487 0.09998 0.1893065 0.1260133 33
-0.03579503 -0.03119048 -0.06284844 0.2043823 0.1391843 0.2817918 33
0.005886706 0.02134545 0.08637386 0.1009483 0.09749724 0.1356391 33
-0.08105449 -0.1103895 -0.1306973 0.1624641 0.1532549 0.1536249 33
-0.1908146 -0.15886 -0.0508128 0.2415014 0.1747009 0.1032959 33
0.2270904 0.05728936 -0.06669635 0.1074413 0.1482788 0.1283535 33
-0.08144611 -0.1333612 -0.01895845 0.1790418 0.1233667 0.1691992 33
-0.177103 -0.2031195 -0.179363 0.1260535 0.09086531 0.1598103 33
0.08314529 -0.2399616 -0.1993472 0.1961765 0.1843855 -0.09408187 33
0.09109931 -0.230708 0.0747527 0.07806774 0.1821348 0.226552 33
0.006021805 -0.1041956 -0.1173439 0.1855397 0.2298292 0.1851368 33
-0.05343254 -0.0757785 0.0003566351 0.108291 0.1257487 0.1383901 33
0.03564798 -0.1385803 -0.2156215 0.214439 0.2801818 0.2389202 33
0.1150721 -0.2404559 -0.1964418 0.1538987 0.1455827 0.166004 33
0.0817513 0.0963139 -0.1533004 -0.1715943 -0.248142 -0.02424775 34
0.1763965 -0.05065867 0.054321 -0.1117613 -0.2014341 -0.2448199 34
0.03348052 -0.04633475 0.1443067 -0.09421584 -0.139348 -0.2316288 34
-0.06788939 0.1638439 0.08855021 -0.1448444 -0.006351256 -0.2848212 34
-0.1050798 0.05996599 0.117369 -0.1011273 -0.0999979 -0.22129 34
0.04308215 0.1524285 0.1326981 -0.1178107 -0.1334002 -0.2207147 34
-0.09230809 0.1751346 0.08113833 -0.0881431 -0.1316688 0.01027622 34
-0.122897 -0.03552589 -0.07440661 -0.1549474 -0.1993544 -0.08719925 34
0.0008119846 -0.05749801 -0.1634499 0.0562232 -0.1758887 -0.03475627 34
-0.1115626 0.1385164 0.01294452 -0.2261935 -0.2473572 -0.2347377 34
0.2267677 0.03837907 0.1478576 -0.1805516 -0.2189786 -0.3027759 34
0.1271705 0.1636921 0.1164529 -0.07902005 -0.13284 -0.1552958 34
-0.2096243 0.1130825 0.01109641 -0.1457305 -0.0978852 -0.1391128 34
-0.09347988 0.1039832 -0.1407913 -0.02243931 -0.09816616 -0.05318576 34
-0.009048112 0.08016867 -0.08253822 -0.1531825 -0.1403892 -0.1153106 34
-0.1227441 0.1084189 0.1539326 -0.1975436 -0.1672276 -0.01802155 34
-0.0368324 0.1634881 -0.04740945 -0.117639 -0.1887866 -0.2128879 34
0.04343635 0.06880476 0.03868876 -0.2221834 -0.1345851 -0.3647226 34
-0.07188913 -0.05149317 -0.1081401 -0.07917557 -0.08182659 -0.1472587 34
